ARTIST NAME,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS,,,,,
Jim Dine,American,1935,Null,"Study for ""Garrity Necklace/ Number 1""",1985,Pastel/ charcoal/ oil/ and shellac on paper,"1,987.283",1987,Not on view,,,,,
Jim Dine,American,1935,Null,Teeth,1961,Gouache on paper,1992.113.1,1992,Not on view,,,,,
Jim Dine,American,1935,Null,Two Palettes (Sears/ Roebuck; Francis Picabia,1963,Oil/ acrylic/ enamel/ and charcoal on primed canvas,1994.25ab,1994,On view in Gallery 925,,,,,
Jim Dine,American,1935,Null,Lausanne,1992,Oil/ enamel/ wood/ and electrical outlets on two plywood panels/ with eight cast aluminum/ painted ceramic lamps,1995.224a-j,1995,Not on view,,,,,
Jim Dine,American,1935,Null,My Brother Inside My Head,1961,Watercolor and gouache on paper,1995.516.1,1995,Not on view,,,,,
Jim Dine,American,1935,Null,Little Rainbow,1961,Oil on wood with wax crayon on wood collage,2000.426.1,2000,Not on view,,,,,
Jim Dine,American,1935,Null,Hair,1961,Gouache and graphite on paper,2002.527.1,2002,Not on view,,,,,
Jim Dine,American,1935,Null,Color Chart,1961,Watercolor and gouache on color printed (off set litho) magazine / newspaper page,2002.527.14,2002,Not on view,,,,,
Jim Dine,American,1935,Null,Gray Palette,1963,Watercolor/ gouache/ ink/ acrylic/ metallic paint and torn and pasted papers on tracing paper,2004.432.3,2004,Not on view,,,,,
Jim Dine,American,1935,Null,Eleven Formal Fingers,1961,Gouache/ graphite/ and nail polish on paper,2004.432.4,2004,Not on view,,,,,
Jim Dine,American,1935,Null,Forty Blues of Norman Mann,1959,a. Painted wooden box construction: Oil on canvas with collaged and painted paper/ rope/ and oil stick pastelsb. Oil on canvas and paper,2004.432.5a/ b,2004,Not on view,,,,,
Jim Dine,American,1935,Null,Untitled (Head,1959,Oil on plaster over wire armature of electric fan,"2,007.534",2007,Not on view,,,,,
Jim Sullivan,American,1939,Null,Goldfish/Long Hall,1988,Oil on canvas,"1,988.204",1988,Not on view,,,,,
Jim Torok,American,1954,Null,Dual Self-Portrait,2001,Oil on archival polymer,2002.486a/ b,2002,Not on view,,,,,
Jim Waid,American,1942,Null,Gazelle,1986,Acrylic on canvas,1986.262.3,1986,Not on view,,,,,
Jim Waid,American,1942,Null,Sepik,1989,Pastel and oil pastel on sandpaper,"1,990.21",1990,Not on view,,,,,
Jimmy Ernst,American,1920,1984,Almost Silence,1952,Oil on canvas,53.172,1953,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Painting,1927,Tempera and oil on canvas,"1,984.207",1984,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Untitled,1966,"Ink,watercolor and gouache on paper","1,987.382",1987,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Dutch Interior (III,1928,Oil on canvas,1996.403.8,1996,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Seated Nude Holding a Flower,1917,Oil on canvas,1999.363.47,1999,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Vines and Olive Trees/ Tarragona,1919,Oil on canvas,1999.363.48,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Animated Landscape,1927,Oil on canvas,1999.363.49,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Animated Landscape,1927,Oil on canvas,1999.363.49,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Potato,1928,Oil on canvas,1999.363.50,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Untitled,1931,Oil and ink on wood,1999.363.51,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Constellation: Women on the Beach,1940,Gouache and oil wash on paper,1999.363.52,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Constellation: Toward the Rainbow,1941,Gouache and oil wash on paper,1999.363.53,1999,On view in Gallery 906,,,,,
Joan Miró,Spanish,1893,1983,Women and Bird in the Night,1944,Gouache on canvas,1999.363.54,1999,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Women/ Birds/ and a Star,1949,Oil on canvas,1999.363.55,1999,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Collage Painting,1934,Sandpaper/ gouache/ mirror/ and thread,2002.456.147,2002,Not on view,,,,,
Joan Miró,Spanish,1893,1983,Photo: This Is the Color of My Dreams,1925,Oil on canvas,2002.456.5,2002,On view in Gallery 901,,,,,
Joan Miró,Spanish,1893,1983,Photo: This Is the Color of My Dreams,1925,Oil on canvas,2002.456.5,2002,On view in Gallery 901,,,,,
Joan Miró,Spanish,1893,1983,Circus Horse,1927,Tempera on canvas,2006.32.44,2006,On view in Gallery 913,,,,,
Joan Mitchell,American,1925,1992,Sunflowers,1969,Oil on canvas,"1,989.349",1989,On view in Gallery 923,,,,,
Joan Mitchell,American,1925,1992,La Vie en Rose,1979,Oil on canvas,1991.139a-d,1991,Not on view,,,,,
Joan Snyder,American,1940,Null,Heart On,1975,Oil/ acrylic/ paper/ fabric/ cheesecloth/ papier maché/ mattress batting/ and thread on canvas,"1,981.199",1981,Not on view,,,,,
Joan Witek,American,1943,Null,Split,1980,Oil on canvas,1980.459.1,1980,Not on view,,,,,
Joan Witek,American,1943,Null,The Trickster,1999,Oil stick and black pigment on canvas,"2,001.204",2001,Not on view,,,,,
Joe Andoe,American,1955,Null,Untitled (Wreath,1988,Oil on canvas,"1,990.341",1990,Not on view,,,,,
Joe Andoe,American,1955,Null,Untitled (Horn,1989,Oil on canvas,"1,991.32",1991,Not on view,,,,,
Joe Brainard,American,1942,1994,Mixed Blueberries,1972,Cut and pasted paper/ graphite/ colored pencils/ watercolor/ and gouache on paper,1997.404.1,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Cat and Cone,1976,Cut and pasted printed and painted papers/ and gouache on paper,1997.404.10,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Shirt with Butterfly,1974,Cut and pasted papers/ gouache/ and graphite on paper,1997.404.11,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Art Heart,1975,Cut and pasted printed and painted paper/ gouache/ and colored pencils on paper,1997.404.12,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Tumbler of Flowers,1976,Cut and pasted printed and painted papers and gouache on paper,1997.404.13,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Foot Landscape,1975,Gouache on paper,1997.404.14,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Torso with Bandanna,1975,Cut and pasted printed paper/ gouache/ colored pencil/ and ink stamp on paper,1997.404.15,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Flower Castle,1977,Cut and pasted printed papers/ ink/ and gouache on paper/ mounted on paper board,1997.404.19,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Sardines,1975,Cut and pasted printed and embossed metallic papers/ foil/ and painted paper/ gouache/ and graphite on paper,1997.404.2,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Nude with Tattoo,1974,Oil and ink on canvas,1997.404.22,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Stay Ahead of the Game,1975,Cut and pasted printed paper/ ink markers/ graphite/ and gouache on paper,1997.404.23,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Valentine,1976,Cut and pasted printed papers/ metallic paper/ flower petals/ fabric/ gouache/ ink/ and graphite on paper,1997.404.3,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Pears and Apples,1974,Gouache/ graphite/ and colored pencil on paper,1997.404.4,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Three Pansies,1967,Gouache on paper,1997.404.5,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Collage with Pressed Poppy,1976,Cut and pasted painted and printed papers/ flower petal/ graphite/ and gouache on paper,1997.404.6,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Tomato,1975,Gouache and watercolor on paper,1997.404.7,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Red Rose on a Mauve Background,1975,Gouache on paper,1997.404.8,1997,Not on view,,,,,
Joe Brainard,American,1942,1994,Art Nouveau Fish Bowl,1975,Cut and pasted printed and painted papers/ gouache/ and graphite on paper,1997.404.9,1997,Not on view,,,,,
Joe Zucker,American,1941,Null,Prototype/ Number 1,1980,Acrylic and rhoplex on canvas,1988.417.6,1988,Not on view,,,,,
Joel Shapiro,American,1941,Null,Untitled,2000,Oil paint on cast aluminum,"2,001.201",2001,On view in Gallery 915,,,,,
John Alexander,American,1945,Null,The Red Goat,1983,Oil on canvas,"1,983.256",1983,Not on view,,,,,
John Atherton,American,1900,1952,The Black Horse,1942,Oil on canvas,42.159,1942,Not on view,,,,,
John Atherton,American,1900,1952,Rocks and Weeds,1951,Gouache on paper,53.4,1953,Not on view,,,,,
John Beerman,American,1958,Null,In the Heart of the Seer,1986,Oil on Masonite and wood,"1,987.233",1987,Not on view,,,,,
John Bellany,British,1942,2013,The Screeching Gannett,1987,Oil on canvas,"1,988.1",1988,Not on view,,,,,
John Bellany,British,1942,2013,View Across the Thames from St. Thomas,1989,Oil on canvas,"2,000.646",2000,Not on view,,,,,
John Button,American,1929,1982,Fourteenth Street/ High Noon,1977,Gouache on paper,1979.138.1,1979,Not on view,,,,,
John Carroll,American,1892,1959,Fairfield Osborn,Null,Oil on canvas,59.199,1959,Not on view,,,,,
John Clem Clarke,American,1937,Null,"Rembrandt , ""Night Watch""",1968,Oil on canvas,"1,980.602",1980,Not on view,,,,,
John Day,American,1932,1982,Erebos Pradella II,1976,Oil and collage on canvas,"1,978.371",1978,Not on view,,,,,
John Dubrow,American,1958,Null,Diner,1984,Oil on canvas,"1,992.112",1992,Not on view,,,,,
John Ferren,American,1905,1970 ,Design for Rug,1932,Gouache on cardboard/ pasted to cardboard,1984.310.2,1984,Not on view,,,,,
John Ferren,American,1905,1970 ,Untitled/ Number 19,1934,Oil with sand on canvas,1985.440.1a/ b,1985,Not on view,,,,,
John Gibson,American,1958,Null,Tadasana,2000,Oil on honeycomb plywood panel,"2,001.206",2001,Not on view,,,,,
John Graham,American,1881,1961,Celia,1944,Oil/ casein/ charcoal/ chalk/ graphite/ and ink on Masonite,68.185,1968,On view in Gallery 913,,,,,
John Graham,American,1881,1961,Dikran Kelekian,1943,Oil on canvas,2002.146.2,2002,Not on view,,,,,
John Heliker,American,1909,2000,Tuscan Town,1954,Oil on composition board,55.98,1955,Not on view,,,,,
John Hull,American,1952,Null,Hill of the Cross,1984,Acrylic on canvas,"1,986.218",1986,Not on view,,,,,
John Hultberg,American,1922,2005,The Flying Box,1954,Oil on canvas,55.96,1955,Not on view,,,,,
John Koch,American,1909,1978,The Antiquarian,1954,Oil on Masonite,54.112,1954,Not on view,,,,,
John Koch,American,1909,1978,Dressing,1956,Oil on canvas,57.77,1957,Not on view,,,,,
John Koch,American,1909,1978,Friends,1956,Oil on canvas,"1,990.144",1990,Not on view,,,,,
John Koch,American,1909,1978,Model Undressing,1962,Oil on canvas,"1,991.226",1991,Not on view,,,,,
John Koch,American,1909,1978,Interior of Studio,1956,Oil on canvas,"2,007.528",2007,Not on view,,,,,
John Lonergan,American,1896,1969,Gloucester Docks,1940,Gouache and ink on paper,41.178.2,1941,Not on view,,,,,
John Marin,American,1870,1953,Off,1938,Oil on canvas,46.42,1946,Not on view,,,,,
John Marin,American,1870,1953,Off Bald Head/ Small Point/ Maine,1932,Watercolor/ gouache/ and charcoal on paper,49.70.147,1949,Not on view,,,,,
John Marin,American,1870,1953,Circus Horses,1936,"Oil on canvas, with artist-made frame",49.70.229,1949,Not on view,,,,,
John Marin,American,1870,1953,Sea and Gulls,1942,Oil on canvas,49.70.230,1949,Not on view,,,,,
John McLaughlin,American,1898,1976,"#3, 1970",1970,Acrylic on canvas,"1,976.95",1976,Not on view,,,,,
John McLaughlin,American,1898,1976,"#34, 1964",1964,Oil on canvas,"1,986.165",1986,Not on view,,,,,
John McNamara,American,1950,Null,The Nature of Inquisitive Persistence,1984,Oil on canvas,"1,985.139",1985,Not on view,,,,,
John Monks,British,1954,Null,Suitcase with Glove,1985,Oil on canvas,"1,986.228",1986,Not on view,,,,,
John Moore,American,1941,Null,Thursday,1980,Oil on canvas,"1,983.17",1983,Not on view,,,,,
John Moore,American,1941,Null,Thursday,1980,Oil on canvas,"1,983.17",1983,Not on view,,,,,
John Piper,British,1903,1992,Cornish Coast,Null,Gouache on paper,1979.135.23,1979,Not on view,,,,,
John Piper,British,1903,1992,Garn Fawr,1969,Gouache and ink on paper,"1,991.401",1991,Not on view,,,,,
John R. Fudge,American,1940,1999,Holiday Celebration,1987,Oil on canvas,"1,991.51",1991,Not on view,,,,,
John Sante,American,1900,2000,White Houses,1939,Gouache on paper,43.46.10,1943,Not on view,,,,,
John Sennhauser,American,1907,1978,Organization No. 21,1942,Gouache/ graphite/ watercolor and pastel on leather,1981.500.4,1981,Not on view,,,,,
John Steuart Curry,American,1897,1946,Spring Shower (Western Kansas Landscape,1931,Oil on canvas,32.84,1932,Not on view,,,,,
John Steuart Curry,American,1897,1946,Wisconsin Landscape,1938,Oil on canvas,42.154,1942,On view in Gallery 900,,,,,
John Steuart Curry,American,1897,1946,John Brown,1939,Oil on canvas,50.94.1,1950,On view in Gallery 746,,,,,
John Steuart Curry,American,1897,1946,"Study for ""Wisconsin Landscape""",1938,Oil on canvas,"1,997.424",1997,Not on view,,,,,
John Tweddle,American,1938,Null,Vision from Oklahoma,1981,Oil on canvas,"1,983.358",1983,Not on view,,,,,
John Walker,British,1939,Null,Cultures Oceania VII,1982,Oil and synthetic resin on canvas,"1,983.172",1983,Not on view,,,,,
John Weeks,New Zealander,1886,1965,An Early Settler's Homestead/ New Zealand,Null,Tempera on wood,45.159.1,1945,Not on view,,,,,
John Weeks,New Zealander,1886,1965,The Bed of a New Zealand Gorge,Null,Oil on smooth Masonite,45.159.3,1945,Not on view,,,,,
John Wonnacott,British,1940,Null,Night Portrait with Blue Easel,1990,Oil on Masonite,1993.9.1,1993,Not on view,,,,,
Jonas Lie,American,1880,1940,The Conquerors (Culebra Cut/ Panama Canal,1913,Oil on canvas,14.18,1914,On view in Gallery 769,,,,,
Jonathan Waller,British,1956,Null,Degeneration,1986,Oil on canvas,1987.207ab,1987,Not on view,,,,,
Jonathan Weinberg,American,1957,Null,The Wheel/ St. Catherine,1983,Oil on canvas,"1,983.585",1983,Not on view,,,,,
Jörg Immendorff,German,1945,2007,Attack,1980,Ink/ watercolor and gouache on paper,1986.297.1,1986,Not on view,,,,,
Jörg Immendorff,German,1945,2007,Café Deutschland,1978,Gouache on paper,1986.297.2,1986,Not on view,,,,,
Jörg Immendorff,German,1945,2007, Variation schwarz,1978,Gouache on paper,2005.481.1,2005,Not on view,,,,,
Jorge Eduardo,Brazilian,1936,Null,A Big Apple,1990,Acrylic on Masonite,"1,993.239",1993,Not on view,,,,,
José Gamarra,Uruguayan,1934,Null,Urutaú,1983,Oil on canvas,"1,983.595",1983,Not on view,,,,,
José González Veites,Mexican,1957,Null,Nominations III,1988,Acrylic and graphite on canvas,"1,990.194",1990,Not on view,,,,,
Jose Luis Romo,Mexican,1953,Null,Self-Portrait,1987,Oil on canvas,1990.30.2,1990,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Young,1951,Oil on Masonite,53.174.1,1953,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Precinct,1951,Oil on Masonite,53.174.2,1953,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square:  With Rays,1959,Oil on Masonite,59.16,1959,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Green Promise,1956,Oil on Masonite,69.274.1,1969,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Enfolding,1965,Oil on Masonite,69.274.2,1969,Not on view,,,,,
Josef Albers,American,1888,1976,Pillars,1928,Sandblasted flashed glass and cork,"1,970.139",1970,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Frontal Backing,1970,Oil on Masonite,1972.40.10,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Transformation of a Scheme No. 8,1949,Engraving on formica,1972.40.11,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Transformation of a Scheme No. 9,1950,Engraving on formica,1972.40.12,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Transformation of a Scheme No. 9,1950,Engraving on formica,1972.40.12,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Indicating Solids,1949,Oil on Masonite,1972.40.3,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Variant: Six Greens,1948,Oil on Masonite,1972.40.4,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Variant: 2 Whites/ 2 Yellows/ 2 Greens,1947,Oil on Masonite,1972.40.5,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Dilated,1969,Oil on Masonite,1972.40.6,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: Soft Spoken,1969,Oil on Masonite,1972.40.7,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Homage to the Square: On Near Sky,1963,Oil on Masonite,1972.40.8,1972,Not on view,,,,,
Josef Albers,American,1888,1976,Never Before,1971,Oil on Masonite,1972.40.9,1972,Not on view,,,,,
Josef Albers,American,1888,1976,"Homage to the Square: Frontal, Forward",1970,Oil on Masonite,"1,991.176",1991,Not on view,,,,,
Josef Presser,American,1907,1967,The Harbor,1943,Oil on wood,43.46.2,1943,Not on view,,,,,
Joseph De Martini,American,1896,1984,Seascape,1938,Gouache on paper,43.47.18,1943,Not on view,,,,,
Joseph De Martini,American,1896,1984,Docks on Sunday,1941,Oil on canvas,43.47.6,1943,Not on view,,,,,
Joseph Delaney,American,1904,1991,Circle in the Square,1940,Oil on Masonite,"1,992.35",1992,Not on view,,,,,
Joseph Floch,American,1895,1977,The City,1955,Oil on canvas,56.197.1,1956,Not on view,,,,,
Joseph Floch,American,1895,1977,Craggy Rocks in Castellane,1930,Oil on canvas,"1,985.175",1985,Not on view,,,,,
Joseph Glasco,American,1925,1996,Male Cat,1951,Oil and sand on canvas,54.184.3,1954,Not on view,,,,,
Joseph Hirsch,American,1910,1981,The Room,1958,Oil on canvas,58.158,1958,Not on view,,,,,
Joseph Hirsch,American,1910,1981,Melons,1962,Oil on canvas,1978.509.7,1978,Not on view,,,,,
Joseph Kaplan,American,1900,1980,Waterfront,1940,Gouache on paper,43.47.19,1943,Not on view,,,,,
Joseph Mellor Hanson,British,1900,1963,Still Life with White Wine and Water,1958,Oil on canvas/ mounted to wood panel,"2,009.36",2009,Not on view,,,,,
Joseph Piccillo,American,1941,Null,Study (F-10),1983,Graphite/oil pastel/ and watercolor on paper,"1,984.377",1984,Not on view,,,,,
Joseph Santore,American,1945,Null,Year of the Ox,1985,Oil on canvas,"1,985.13",1985,Not on view,,,,,
Joseph Stella,American,1877,1946,Coney Island,1914,Oil on canvas,63.69,1963,On view in Gallery 913,,,,,
Joseph Stella,American,1877,1946,Nocturne,1928,Oil on canvas,"1,996.547",1996,Not on view,,,,,
Joyce Treiman,American,1922,1991,The Last Parade,1987,Oil on canvas,"1,989.393",1989,Not on view,,,,,
Juan Gris,Spanish,1887,1927,Violin and Playing Cards on a Table,1913,Oil on canvas,1996.403.14,1996,On view in Gallery 910,,,,,
Juan Gris,Spanish,1887,1927,"Seated Angel (cover design for ""L'Humoriste"")",1910,Gouache/ ink/ and charcoal on cardboard,1997.458.2,1997,Not on view,,,,,
Juan Gris,Spanish,1887,1927,Juan Legua,1911,Oil on canvas,1999.363.27,1999,On view in Gallery 905,,,,,
Juan Gris,Spanish,1887,1927,Still Life with a Guitar,1913,Oil on canvas,1999.363.28,1999,On view in Gallery 905,,,,,
Juan Gris,Spanish,1887,1927,Harlequin with a Guitar,1917,Oil on panel,"2,008.468",2008,On view in Gallery 910,,,,,
Juan Gris,Spanish,1887,1927,Still Life with Checked Tablecloth,1915,Oil and graphite on canvas,"2,014.463",2014,On view in Gallery 199,,,,,
Juan Sanchez,American,1954,Null,"It is the roots of who I am that remains, suppression notwithstanding",Null,Oil/ cut and pasted photographs and wax crayons on canvas,1988.69a-d,1988,Not on view,,,,,
Judit Reigl,French,1923,Null,Man,1966,Oil on canvas,"2,009.146",2009,Not on view,,,,,
Judit Reigl,French,1923,Null,Guano-Menhir,1958,Oil and enamel on canvas,"2,009.164",2009,Not on view,,,,,
Judit Reigl,French,1923,Null,Outburst,1956,Oil on canvas,"2,009.165",2009,On view in Gallery 921,,,,,
Judit Reigl,French,1923,Null,Outburst,1956,Oil on canvas,"2,009.165",2009,On view in Gallery 921,,,,,
Judith Cotton,Australian,1941,Null,Transit,1993,Encaustic on plywood,"1,993.363",1993,Not on view,,,,,
Judith Cotton,Australian,1941,Null,Brim,1995,Oil on canvas,"1,996.38",1996,Not on view,,,,,
Judith Rothschild,American,1922,1993,Death of Patroklos,1987,Acrylic and aluminum on canvas/ mounted to aluminum panel,1997.405.1,1997,Not on view,,,,,
Judith Rothschild,American,1922,1993,Death of Patroklos,1987,Acrylic and aluminum on canvas/ mounted to aluminum panel,1997.405.1,1997,Not on view,,,,,
Judith Rothschild,American,1922,1993,Grey Tangent,1945,Oil on canvas,1997.405.2,1997,Not on view,,,,,
Judy Ledgerwood,American,1959,Null,Copse,1988,Oil and encaustic on canvas,"1,990.1",1990,Not on view,,,,,
Jules Kirschenbaum,American,1930,2000,Dream of a Golem,1980,Tempera and oil glazes on wood,"1,986.104",1986,Not on view,,,,,
Jules Olitski,American,1922,2007,Frame Extension,1966,Acrylic on canvas,"1,975.188",1975,Not on view,,,,,
Jules Olitski,American,1922,2007,Mother of Night 2,1973,Acrylic on canvas,"1,977.469",1977,Not on view,,,,,
Jules Olitski,American,1922,2007,Key of Agenor III,1981,Oil base enamel on paper,"1,983.98",1983,Not on view,,,,,
Jules Olitski,American,1922,2007,(Twice) Disarmed,1968,Acrylic on canvas,"1,986.364",1986,Not on view,,,,,
Jules Olitski,American,1922,2007,Pouncer: Pink and Yellow,2001,Gouache/ watercolor/ and acrylic on paper,2003.214.1,2003,Not on view,,,,,
Jules Olitski,American,1922,2007,Purple Mekle Lippis,1961,Acrylic on canvas,2006.32.50,2006,Not on view,,,,,
Jules Pascin,American,1885,1930,Seated Model,1925,Oil on canvas,67.187.168,1967,Not on view,,,,,
Jules Pascin,American,1885,1930,The Foolish Virgins,1909,Oil and graphite on canvas,1984.433.21,1984,Not on view,,,,,
Jules Pascin,American,1885,1930,The Foolish Virgins,1909,Oil and graphite on canvas,1984.433.21,1984,Not on view,,,,,
Jules Pascin,American,1885,1930,Family Dressing,1905,Ink/ watercolor and gouache on paper,1984.433.265,1984,Not on view,,,,,
Jules Pascin,American,1885,1930,Reclining Girl,1921,Oil on canvas,1992.77ab,1992,Not on view,,,,,
Jules Pascin,American,1885,1930,Girl with a Kitten,1926,Oil and charcoal on canvas,1993.89.2,1993,Not on view,,,,,
Jules Pascin,American,1885,1930,Pierre Mac Orlan,1924,Oil on canvas,1997.149.8,1997,Not on view,,,,,
Jules Pascin,American,1885,1930,Pierre Mac Orlan,1924,Oil on canvas,1997.149.8,1997,Not on view,,,,,
Julian Hatton,American,1956,Null,Good as Gold,2001,Oil on canvas,"2,001.376",2001,Not on view,,,,,
Julian Lethbridge,British,1947,Null,Untitled,1991,Oil on canvas,"1,993.1",1993,Not on view,,,,,
Julian Lethbridge,British,1947,Null,Untitled,2003,Oil on canvas,"2,007.14",2007,On view in Gallery 915,,,,,
Julian Levi,American,1900,1982,Shrimp Scow on Barnegat Bay,1939,Oil on canvas,39.134.2,1939,Not on view,,,,,
Julian Schnabel,American,1951,Null,Ithaca,1983,Oil and broken dinnerware on wood,"1984.71a, f",1984,Not on view,,,,,
Julian Schnabel,American,1951,Null,Archetypal Painting for A.G.,1975,Acrylic and modeling paste on canvas,1988.417.5,1988,Not on view,,,,,
Julian Stanczak,American,1928,Null,Obsession II,1965,Acrylic on canvas,"1,998.439",1998,Not on view,,,,,
Junius Allen,American,1898,1962,The Old  Post Office,1939,Oil on canvas/ mounted on Masonite,40.85,1940,Not on view,,,,,
Karel Nel,South African,1955,Null,Initiatory Site,2002,Pigmented earth and glue on fiber boards,"2,003.62",2003,Not on view,,,,,
Karl Knaths,American,1891,1971,Clam Diggers/ Provincetown,1949,Oil on canvas,50.33.1,1950,Not on view,,,,,
Karl Knaths,American,1891,1971,Basket Bouquet,1950,Oil on canvas,64.144,1964,Not on view,,,,,
Karl Knaths,American,1891,1971,Copper Kettle,1950,Oil on canvas,1975.424.3,1975,Not on view,,,,,
Karl Knaths,American,1891,1971,The Blue Platter,1947,Oil on canvas,2006.32.30,2006,Not on view,,,,,
Karl Schrag,American,1912,1995,"Self-Portrait, Night",1980,Oil on canvas,"1,982.146",1982,Not on view,,,,,
Karl Zerbe,American,1903,1972,Dark Cardinal,1947,Gouache on cardboard,48.33.2,1948,Not on view,,,,,
Karl Zerbe,American,1903,1972,Pastorale,1948,Casein tempera and wax on Chinese paper/ mounted on Masonite,50.31.6,1950,Not on view,,,,,
Katherine Bowling,American,1955,Null,North Carolina,1987,Oil and spackle on wood,"1,988.12",1988,Not on view,,,,,
Katherine Porter,American,1941,Null, Number,1986,Oil on canvas,"1,989.126",1989,Not on view,,,,,
Katherine Porter,American,1941,Null,Untitled/ Number 8,1987,Oil on paper,"1,991.43",1991,Not on view,,,,,
Katherine Sophie Dreier,American,1877,1952,What of It?,1939,Oil on canvas,53.45.5,1953,Not on view,,,,,
Kay Sage,American,1898,1963,Tomorrow is Never,1955,Oil on canvas,55.179,1955,On view in Gallery 901,,,,,
Kay WalkingStick,American,1935,Null,Genesis/Violent Garden,1981,Acrylic and wax over ink with modeling paste/ broken seashells and sparkles on canvas,"1,993.39",1993,Not on view,,,,,
Kay WalkingStick,American,1935,Null,Wallowa Mountains Memory/ Variation,2004,Oil and gold leaf on wood panel,2008.175a/ b,2008,Not on view,,,,,
Kees van Dongen,French,1877,1968,Miss France,1930,Oil on canvas,67.187.64,1967,Not on view,,,,,
Kees van Dongen,French,1877,1968,"Odette et Swann Illustration to Proust's ""La Recherche du Temps Perdu""",1947,Gouache/ watercolor/ ink/ and graphite on paper,2012.102.1,2012,Not on view,,,,,
Kees van Dongen,French,1877,1968,"La Raspèliere Illustration to Marcel Proust's ""La Recherche du Temps Perdu""",1947,Gouache/ watercolor/ ink/ and graphite on paper,2012.102.2,2012,Not on view,,,,,
Kehinde Wiley,American,1977,Null,The Veiled Christ (study,2008,Oil wash on paper,"2,009.14",2009,Not on view,,,,,
Keith Milow,British,1945,Null,Untitled,1988,Oil/ graphite/ and copper on wood,1989.113.1,1989,Not on view,,,,,
Keith Milow,British,1945,Null,Untitled,1988,Oil/ graphite/ and copper on wood,1989.113.2,1989,Not on view,,,,,
Ken Kiff,British,1935,2001,Assipattle Sailed into the Gaping Mouth,1977,Acrylic on Masonite,"1,986.224",1986,Not on view,,,,,
Kenneth Callahan,American,1905,1986,The Revolving World,1944,Gouache on paper,49.139,1949,Not on view,,,,,
Kenneth Callahan,American,1905,1986,Interwoven Thread,1948,Oil on wood,50.28.5,1950,Not on view,,,,,
Kenneth Hayes Miller,American,1876,1952,Landscape with Figures,1914,Oil on canvas,27.18,1927,Not on view,,,,,
Kenneth Hayes Miller,American,1876,1952,The Fitting Room,1931,Oil and tempera on canvas/ mounted on Masonite,31.117,1931,Not on view,,,,,
Kenneth Noland,American,1924,2010,Via Median,1968,Magna on canvas,"1,974.375",1974,Not on view,,,,,
Kenneth Noland,American,1924,2010,Magic Box,1959,Magna on canvas,"1,977.8",1977,Not on view,,,,,
Kenneth Noland,American,1924,2010,Coarse Shadow,1967,Magna on canvas,"1,978.573",1978,Not on view,,,,,
