Georges de Feure,(French/ Paris 1868–1943 Paris),Statuette,1898–1904,26.228.11,N,
Mahonri Mackintosh Young,(American/ Salt Lake City/ Utah 1877–1957 Norwalk/ Connecticut),MEDAL COMMEMORATING THE TWELFTH NIGHT CELEBRATION OF THE CENTURY ASSOCIATION,1933,35.135,N,
Jim Dine,(American/ born Cincinnati/ Ohio/ 1935),Walla Walla Robe,1984,1987.225,N,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),Red Curlicue with Six Davits,1959,2012.448.3a/ b,N,
Hans Hokanson,(American (born Sweden)/ Malmö 1925–1997 Southampton/ New York),Source,1977,1978.87,N,
Varujan Boghosian,(American/ born 1926),Jack of Hearts,1974,1986.79,N,
Dale Chihuly,(American/ born 1941),Pink Venetian with Clear and Gold Prunts,1989,2007.374.2,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Julia Gardiner Gayley, 1918,1980.368,N,
Reg Butler,(British/ 1913–1981),Girl on a Round Base,1964,2002.456.110,914,
G. Herald,(Danish),Statuette,first quarter 20th century,22.227.5,N,
Jo Davidson,(American/ 1883–1952),D. H. Lawrence,1930,1982.511.8,N,
Michael Tracy,(American/ born 1943),Study for "Ciborium V",1985–88,2000.645,N,
George Segal,(American/ Bronx/ New York 1924–2000 South Brunswick/ New Jersey),Meyer Schapiro,1977,1981.146,N,
Christopher Wilmarth,(American/ Sonoma/ California 1943–1987 Brooklyn/ New York),Beginning,1974,1974.18ab,N,
Tony Smith,(American/ 1912–1980),Untitled,1970,1980.569,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Woman on a Horse, 1912,1984.433.38,N,
Mel Kendrick,(American/ born Boston/ Massachusetts 1949),Five Piece Mahogany,1984,1985.178a/ b,N,
Alexander Archipenko,(American (born Ukraine)/ Kiev 1887–1964 New York),Standing Woman, 1925,1983.24.2,N,
Dorothy Doughty,(British/ 1893–1963),Bird (female phoebe),1958,63.214.11,N,
Robert Laurent,(American (born France)/ Concarneau 1890–1970 Cape Neddick/ Maine),Melisande,1945,1983.195,N,
Joan Miró,(Spanish/ Barcelona 1893–1983 Palma de Mallorca),Collage Painting,1934,2002.456.147,N,
Pablo Picasso,(Spanish/ Malaga 1881–1973 Mougins/ France ),Head of a Woman,1909,1996.403.6,908,
Chester Beach,(American/ San Francisco/ California 1881–1956 Brewster/ New York),Unveiling of Dawn,1913,43.20,774,
Adolph Block,(American/ 1906–1978),Pilgrim Family,1961,61.116.1/2,N,
Jo Davidson,(American/ 1883–1952),Carl Sandburg,1939;  cast 1982,1982.511.4,N,
Jean Vernon,(French/ 1897–1975),MEDAL COMMEMORATING THE MAIDEN VOYAGE OF THE LINER/ NORMANDIE,1935,1978.290,N,
Anita Huffington,(American/ born 1934),Persephone,1999,2002.401a/ b,N,
Laura Gardin Fraser,(American/ 1889–1966),OFFICIAL WASHINGTON BICENTENNIAL MEDAL,1932,32.119,N,
Chester Beach,(American/ San Francisco/ California 1881–1956 Brewster/ New York),In Peace and War,1937,37.167.2,N,
Polygnotos Vagis,(American/ 1894–1965),Sleep,1931,55.104,N,
George Rickey,(American/ 1907–2002),Untitled, 1962–63,2004.157.3a–h,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Gallery Structure #2,1967,1992.388.9,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Variation on Excavated Sculpture,1968,1992.388.12,N,
Thomas Patti,(American/ born Pittsfield/ Massachusetts 1943),Split Vertical Vertex,1989,2010.455,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),John Pierpoint Morgan Memorial,1915–20,20.265,On view,
George Rickey,(American/ 1907–2002),Space Churn with Triangles,1969,1993.519,N,
Charles Artus,(French/ Étretat 1897–1978 Le Harve),Troupial, 1932,32.98,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure, 1935–46,1970.127.9,N,
Sidney Biehler Waugh,(American/ Amherst/ Massachusetts 1904–1963 New York),Happy are Those Whom Privacy Makes Innocent,1946,47.21.1/2,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure, 1935–46,1970.127.12,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Hindu Incense Burner (unfinished version), 1920,68.131.1c,N,
Richard Lippold,(American/ Milwaukee/ Wisconsin 1915– 2002 Roslyn/ New York),Variation within a Sphere/ Number 10: The Sun,1953–56,56.106.1,N,
Harry Jackson,(American/ Chicago/ Illinois 1924–2011 Cody/ Wyoming),Douglas Dillon,1986,1987.312,N,
Bruno Mankowski,(American (born Germany)/ Belin 1902–1990 DeBary/ Florida),Medal,1949,50.126,N,
Raymond Mason,(British/ 1922–2010),The Costa Brava,1966/1983,2002.456.114,N,
Joseph Cornell,(American/ Nyack/ New York 1903–1972 Flushing/ New York),Hotel Dominici, 1953,1976.416,N,
Sir Jacob Epstein,(British (born United States)/ New York 1880–1959 London),The Severed Head,1907–8,1987.463.1,N,
Scott Richter,(American/ born 1943),Piece for a Man with No Fear,1984,1984.401,N,
Richard Rudich,(American/ born 1945),Queen and Crownprince Number 4,1984,1984.405,N,
Willie Birch,(American/ born 1942),The Couple,1991,1992.118.6,N,
Grace Hill Turnbull,(American/ 1880–1976),Python of India,1941,42.179,N,
Frodo Mikkelsen,(Danish/ born 1974),My Swedish Childhood,2009,2011.593,N,
George Sugarman,(American/ 1912–1999),C-Change,1965,1986.251ab,N,
Jo Davidson,(American/ 1883–1952),Self -Portrait,1946: cast 1982,1982.511.1,N,
Alison Saar,(American/ born Los Angeles/ California/ 1956),Tinto en Tando y Suta,1985,1986.227,N,
Barbara Hepworth,(British/ 1903–1975),Oval Form with Strings and Color,1966,2007.95,920,
Robert Lohman,(American/ born 1919),NATURE,1966,67.30.3/4,N,
Niki de Saint Phalle,(French/ 1930–2002),Nana and Serpent, 1992,1993.520.1,N,
Georges Stephen Mathias Hilbert,(French/ 1900–1982),A Peccary,1927,28.214,N,
David Smith,(American/ Decatur/ Indiana 1906–1965 Bennington/ Vermont),Becca,1965,1972.127,N,
Dale Chihuly,(American/ born 1941),"Table Piece",1990s,2007.374.1a-y,N,
Lorna Simpson,(American/ born Brooklyn/ New York/ 1960),III,1994,1994.526a-g,N,
Mia Westerlund Roosen,(American/ born 1942),Memories II,1984,1985.424ab,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Daboa,1931,34.40.2,774,
Bryan Hunt,(American/ born 1947),Amphora,1982,1983.88a/ b,N,
Theodore Roszak,(American (born Poland)/ Poznan 1907–1981 New York),Firebird,1950–51,1982.16.1,N,
Leo Lentelli,(American/ 1879–1961),ROMULUS AND REMUS,1960,60.68.1/2,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Reclining Nude/ II,1927,1996.403.16,N,
Max Snischek,(German/ Dürnkrut 1891–1968 Hinterbrühl),Doll,1914–32,1987.133.4,N,
José de Rivera,(American/ 1904–1985),Construction No. 158,1974–75,1985.432ab,N,
Yaacov Agam,(Israeli (born Palestine) 1928),Relief Rhythm,1966,1991.402.3,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Liberian Dancer (unfinished version), 1937,68.131.1b,N,
Hugo Robus,(American/ 1885–1964),Song,1934; cast 1946–47,47.154,N,
Barbara Chase-Riboud,(American/ born 1939),All That Rises Must Converge,1973,1992.265,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Art War Relief,1918,18.126,N,
Robert Smithson,(American/ Passaic/ New Jersey 1938–1973 Amarillo/ Texas),Untitled,1967,1981.498,N,
Edward Field Sanford/ Jr.,(American/ 1886–1951),Hercules,1916,52.108,N,
Ivan Méstrovíc,(American (born Croatia)/ Vrpolje 1883–1962 South Bend/ Indiana),SOCRATES DISCUSSING WITH HIS DISCIPLES / THE PHILOSOPHER IN THE GRIP OF INSPIRATION,1954,55.34.1,N,
Carl G. Mose,(American (born Denmark)/ Copenhagen 1903–1973 New Windsor/ Maryland),Medal,,63.84.1/2,N,
Lynda Benglis,(American/ born Lake Charles/ Louisiana/ 1941),Zephyr,1984,1999.343,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Gallery Structure #3,1967,1992.388.10,N,
Giacomo Manzù,(Italian/ 1908–1991),Still Life, 1978,1998.444,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Maquette for Upright Motive: Number 8,1955,68.71,N,
Howard Ben Tré,(American/ born 1949),VIII/ #4181,1981,1981.236,N,
Nina Winkel,(American (born Germany)/ Borken 1905–1990 Plattsburgh/ New York),CHILDREN/ HOPE OF THE WORLD,1968,69.6.1/2,N,
Anne Goldthwaite,(American/ Montgomery/ Alabama 1869–1944 New York),Head of a Negress: "Rachel", 1929,30.51,N,
Phoebe Adams,(American/ born 1953),Pointed Trap,1983,1985.159,N,
Michael Todd,(American/ born 1935),Ronin II,1978,1982.38,N,
Tom Risley,(Australian/ born 1947),Still Life with Books and Magnifying Glass,1992,1992.348,N,
Erwin,(Frederick) Springweiler (American (born Germany)/ Pforzheim 1896–1968),THE ARTIC AND THE ANTARTIC,1941,41.192.1/2,N,
David Smith,(American/ Decatur/ Indiana 1906–1965 Bennington/ Vermont),Tanktotem II,1952–53,53.93,N,
Paul Fjelde,(American/ 1892–1984),Walt Whitman; Leaves of Grass,1956,57.21,N,
Katharine Lane Weems,(American/ Boston 1899–1989 Manchester/ Massachusetts),GOD MADE THE BEAST,1959,60.2.1/2,N,
Dorothy Dehner,(American/ Cleveland/ Ohio 1901–1994 New York),Gateway,1979,1979.179,N,
Isamu Noguchi,(American/ Los Angeles/ California 1904–1988 New York),Lillian Gish,1937,62.209,N,
Frances Kent Lamont,(American/ 1899–1975),Gallic Cock,1942,42.177,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Seated Nude with Arms on Head,1904,2002.456.142,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Liberian Dancer (bronze casting mold with upper half of wax model exposed), 1937,68.131.2c/d,N,
Peter Aldridge,(British/ born Carlshalton/ Surrey/ 1947),Passage: An Interval of Time,1981,1999.518a-e,N,
Leonardo Drew,(American/ born 1961),Number 24,1992,2000.97.1–.58,N,
Helen Frankenthaler,(American/ New York 1928–2011 Darien/ Connecticut),This Is Not A Book,1997,2003.433.38,N,
Gaston Lachaise,(American (born France) 1882–1935),Snake Dance/ Ruth St. Denis,1910,68.91.5,N,
Ibram Lassaw,(American (born Egypt)/ Alexandria 1913–2003 East Hampton/ New York),Labyrinth 1,1964,1998.424.2,N,
Dale Chihuly,(American/ born 1941),Speckled Gold Venetian with Cobalt Leaves and Stem,2001,2007.374.3,N,
Bernard Meadows,(British/ 1915–2005),Augustus, 1962,1988.120,N,
Edward Marshall Boehm,(American/ Baltimore/ Maryland 1912–1969),Boehm bird,1940s,1975.432.2ab,N,
Fernando Botero,(Colombian/ born 1932),Man on Horseback,1984,1988.182,N,
Pol Bury,(Belgian/ Haine-Saint-Pierre 1922–2005 Paris),40 Rounded Cylinders on a Base,1969,1983.196a-oo,N,
Paul Scheurich,(American German/ New York 1883–1945 Brandenburg),Statuette group, 1925,27.227.2,N,
Malvina Cornell Hoffman,(American/ New York 1885–1966 New York),Thomas J. Watson,1946,1973.38,N,
Joel Perlman,(American/ born 1943),Square Tilt,1983,1986.442a-d,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Mt. Cotopaxi Transplant,1968,1992.388.11a-c,N,
Harmony Hammond,(American/ born Chicago 1944),Radiant Affection,1983–84,1986.270ab,N,
George Segal,(American/ Bronx/ New York 1924–2000 South Brunswick/ New Jersey),Three People on Four Benches,1979,2010.280a-g,N,
Lino Tagliapietra,(Italian/ born Murano 1934),Viaggio,1989,2009.298.2,N,
Christopher Hewat,(American/ born 1949),Four Diamonds Marching,1984,1985.162,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure,1935–46,1970.127.8,N,
Anne Currier,(American/ born 1950),Distraction,1996,1998.300,N,
Michael Glancy,(American/ born 1950),Melding Impetus,1994,2006.517a-c,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Figure, 1935–46,1970.127.11,N,
Joseph E. Renier,(American/ Union Hill/ New Jersey 1887–1966 New York),PRO PATRIA/PRO HUMANITATE,1941,41.101.1/2,N,
Flora Mace,(American/ born Exeter/ New Hampshire/ 1949),Double Doll on Blue,1983,2005.478,N,
Cho Chun Yung,(Chinese),Saying of Confucius, 1955,59.136.13,N,
Giovanni Lancellotti,(Italian),Bust of Roland L. Redmond, 1971,1975.290,N,
Mary Shaffer,(American/ born Walterboro/ South Carolina/ 1947),Mamoure,1994,2009.439a/ b,N,
Gaetano Cecere,(American/ born 1894),Columbia Broadcasting System award for distinguished contributions to art,1931,32.138,N,
Gertrude K. Lathrop,(American/ born 1896),CONSERVE WILD LIFE,1938,38.155.1/2,N,
Louise Nevelson,(American (born Ukraine)/ Kiev 1899–1988 New York),Untitled,1980–81,2009.535.9,N,
Chester Beach,(American/ San Francisco/ California 1881–1956 Brewster/ New York),The Hudson-Fulton Celebration/ 1909,1909,10.34.1ab,N,
Jean de Marco,(American (born France) 1898–1990),Music/Drama,1958,58.163.1/2,N,
Max Snischek,(German/ Dürnkrut 1891–1968 Hinterbrühl),Doll,1914–32,1987.133.7,N,
Joan Miró,(Spanish/ Barcelona 1893–1983 Palma de Mallorca),Moonbird,1946,2002.456.121,912,
Chester Beach,(American/ San Francisco/ California 1881–1956 Brewster/ New York),In Peace and War,1937,37.167.1,N,
James Prestini,(American/ Waterford/ Connecticut 1908–1993 Berkeley/ California),Sculpture, 1940,1976.355.3,N,
David Wojnarowicz,(American/ Red Bank/ New Jersey 1954–1992 New York),Untitled,1984,1988.417.1,N,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),African head, 1928,66.75.1,911,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Untitled (Swirl),1961,2014.40.9,N,
Gaston Lachaise,(American (born France) 1882–1935),The Peacocks,1922,50.173,N,
Kiki Smith,(American/ born Nuremberg/ 1954),Lilith,1994,1996.27,903,
Nancy Grossman,(American/ born 1940),Cob II,1977–80,1988.417.7a/ b,N,
Alexander Liberman,(American (born Ukraine)/ Kiev 1912–1999 Miami/ Florida),Untitled,1968,1978.567.1,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Chair Transformation #7,1969–70,2004.508,N,
Bruno Romeda,(Italian/ born 1933),Untitled,1987–88,1988.284,N,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),Black Clouds,c. 1939,2012.448.2a–c,N,
Nancy Spero,(American/ 1924–2009),ACT UP Art Box:  To the Revolution,1994,1995.42a,N,
Anthony Caro,(British/ New Malden/ Surrey 1924–2013 London),Odalisque,1984,1984.328a-d,N,
David Shaner,(American/ Pottsdown/ Pennsylvania 1934–2002 Bigfork/ Montana),Untitled, 1994,2001.685,N,
Willie Cole,(American/ born Newark/ New Jersey/ 1955),Shine,2007,2008.259,N,
Dorothy Doughty,(British/ 1893–1963),Apple Blossoms,1942,63.214.16,N,
Dorothy Doughty,(British/ 1893–1963),Sculpture,1942,63.214.10,N,
Charles Ginnever,(American/ born 1931),3 + 1,1967,1983.613,N,
Wilhelm Lehmbruck,(German/ Duisburg 1881–1919 Berlin),Head of a Woman, 1910/ cast  1930,1995.35,N,
Andreas Slominski,(German/ born 1959),Windmill,1996,2005.481.2a/ b,N,
Harry Jackson,(American/ Chicago/ Illinois 1924–2011 Cody/ Wyoming),The Marshal (John Wayne As Rooster Cogburn),1970,1986.403,N,
Aristide Maillol,(French/ Banyuls-sur-Mer 1861–1944 Perpignan ),Crouching Woman with Crab, 1900–1904/ cast  1930,1984.433.35,N,
Jo Davidson,(American/ 1883–1952),Sinclair Lewis,1937,63.128,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Horse and Figure, 1912,1984.433.37,N,
Adrian Saxe,(American/ born 1943),Untitled,1982,1997.416.3ab,N,
Marc Leuthold,(American/ born 1962),Small Wheel,1996,1998.301,N,
Berthold Nebel,(American (Switzerland)/ Basel 1889–1964 Westport/ Connecticut),WORLD UNITY OR OBLIVION,1945,46.41.1/2,N,
Stanislav Libensky,(Czech/ 1921–2002),Table Laid for a Bride,1989,1990.8,N,
Wade Saunders,(American/ born 1949),Ganesha,1983,1984.561a-i,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Head/Skull,1934,2004.209,912,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Reclining Figure: Cloak,1966/ cast 1969,1983.582,N,
Isabel Burke Coll,(American/ born 1906),Fisherman,1940,47.88.2,N,
Fernand Léger,(French/ Argentan 1881–1955 Gif-sur-Yvette),The Children's Garden, 1952,1993.520.2,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Pronghorn Antelope,1914; cast probably 1914–16,48.149.27,N,
Reuben Nakian,(American/ College Point/ New York 1897–1986 Stamford/ Connecticut),Europa and the Bull with Cupid,1960,1984.544.2,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Standing Nude,1906,2002.456.116,914,
Oronzio Maldarelli,(American (born italy)/ Naples 1892–1963 New York),DANCERS,,62.211.1/2,N,
Willie Cole,(American/ born Newark/ New Jersey/ 1955),Next Kent tji wara,2007,2008.260,N,
Mario Negri,(Italian/ born 1916),Striding Woman, 1958,1996.403.21,N,
Joyce Kozloff,(American/ born Somerville/ New Jersey 1942),Pilaster,1979,1980.577.1,N,
Harry Jackson,(American/ Chicago/ Illinois 1924–2011 Cody/ Wyoming),The Foreman/ Polychrome,1981,2014.539a/ b,N,
Ibram Lassaw,(American (born Egypt)/ Alexandria 1913–2003 East Hampton/ New York),Xipe,1982,1996.554,N,
Lucas Samaras,(American (born Greece)/ Kastoria/ 1936),Chair Transformation #17A,1969–70/ 1980,2014.40.4,N,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),Woman, 1926,66.75.2,N,
Isamu Noguchi,(American/ Los Angeles/ California 1904–1988 New York),Angna Enters (1907-1989),1931/ cast 1932,34.97,N,
Donald Lipski,(American/ born 1947),Untitled (#133),1987,1988.88ab,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Pierre Matisse,1905,2002.456.119,N,
Takako Araki,(Japanese/ 1921–2004),Bible with Black Page,1982,1983.393,N,
Jim Dine,(American/ born Cincinnati/ Ohio/ 1935),History of Black Bronze I,1983,1987.363,N,
Gaston Lachaise,(American (born France) 1882–1935),Marianne Moore,1924; cast 1946,59.156,N,
Arman,(American (born France)/ Nice 1928–2005 New York),Embedded Blue Wheels,1965,1998.424.1ab,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),CARNEGIE CORPORATION,1927,67.31.2,N,
Alexander Finta,(American (born Hungary) 1881–1959),Patrick Cardinal Hayes,1927,27.153,N,
William King,(American/ born 1925),Shirley,1970,1987.463.2,N,
Bessie Stough Callender,(American/ 1889–1951),Eagle,1929,54.75,N,
Nathaniel Kaz,(American/ born 1917),Danse Espagnol,1952,55.183,N,
Jo Davidson,(American/ 1883–1952),Gertrude Vanderbilt Whitney,1916;  cast 1982,1982.511.5,N,
Richard Tuttle,(American/ born Rahway/ New Jersey/ 1941),Monkey's Recovery I/ Number 2,1983,1986.223,N,
Tara Donovan,(American/ born New York 1969),Untitled (Pins),2004,2011.515a–j,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Pauline Frances,1914,16.42,774,
Beatrice Wood,(American/ San Francisco 1892–1998 Ojai/ California),Fish, 1947,47.126.2,N,
Frank Stella,(American/ born Malden/ Massachusetts/ 1936),Remembering Henry,2011,2014.450,N,
Dorothy Doughty,(British/ 1893–1963),Bird (phoebe chick),1958,63.214.12,N,
Harriet Whitney Frishmuth,(American/ Philadelphia/ Pennsylvania 1880–1980 Waterbury/ Connecticut),The Vine,1921; revised 1923: this cast 1924,27.66,700,
Elizabeth Nealon Weistrop,(American/ Troy/ New York 1916–1999 San Mateo/ California),SOWER OF THE FOREST,1965,67.30.1/2,N,
Julien H. Harris, ,Uncle Remus,,X.789,N,
Louise Nevelson,(American (born Ukraine)/ Kiev 1899–1988 New York),Mrs. N's Palace,1964–77,1985.41.1–.127,N,
Edward Marshall Boehm,(American/ Baltimore/ Maryland 1912–1969),Boehm bird,1940s,1975.432.1ab,N,
Steve Wood,(American/ born 1949),Above the Floodline,1982–83,1985.183ab,N,
Medardo Rosso,(Italian/ 1858–1928),Behold the Child,1906,1990.304,N,
Chester Beach,(American/ San Francisco/ California 1881–1956 Brewster/ New York),Dies for medal,1909,10.34.2ab,N,
Alberto Giacometti,(Swiss/ Borgonovo 1901–1966 Chur),Woman of Venice II,1956,1999.363.25,907,
Allan Houser,(American/ 1915–1994),APACHE,1959,59.112.1/2,N,
Beverly Pepper,(American/ born Brooklyn/ New York/ 1924),Harmonious Triad,1982–83,1983.521a-d,N,
Henry Kreis,(American/ 1899–1963),WISE AND FOOLISH VIRGINS,1947,48.4.1/2,N,
Ellsworth Kelly,(American/ born Newburgh/ New York/ 1923),Curve XXXII,1982,1986.419.2,N,
ACT UP/ New York,(American),ACT UP Art Box,1993–94,1995.42a-k,N,
Ginetta Martinez,(British/ born 1953),House,1984,1985.49.1,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Family Group,1944,1981.488.4,N,
Jesús Raphael Soto,(Venezuelan/ 1923–2005),Trois Carres Modules,1965,1977.23,N,
Haim Steinbach,(American (born Israel) 1944),Untitled (jugs and mugs)/ Number 1,1987,1991.477a-h,N,
Max Snischek,(German/ Dürnkrut 1891–1968 Hinterbrühl),Doll,1914–32,1987.133.6,N,
Michael Aschenbrenner,(American/ born Pomona/ California/ 1949),"Damaged Bone Series",1990,2003.39a-o,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Standing Figure, 1935–46,1970.127.14,N,
Santiago Calatrava,(Spanish/ born 1951),Bird I,1986,2006.223.3,N,
Victor Salvatore,(American (born Italy) 1884–1965),Top Knot, 1912,24.39,N,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),Four Directions,1956,2006.32.4,N,
Lee Lawrie,(American/ 1877–1963),THE SOWER,1932,33.152.9/10,N,
Jonathan M. Swanson,(American/ Chicago 1888–1963 New York),Medal,1923,24.213,N,
El Anatsui,(Ghanaian/ born Anyako/ 1944),Dusasa II,2007,2008.121,N,
Joseph A. Coletti, ,The Heavens Declare,,X.788,N,
Robert Murray,(Canadian/ born 1936),Chilkat,1977,1978.83,N,
Tom Butter,(American/ born 1952),D.D.,1982,1982.358,N,
Dennis Oppenheim,(American/ Electric City/ Washington 1938–2011 New York),Proposal for Monument to Evel Knievel,1969,1992.388.7a-c,N,
Jo Davidson,(American/ 1883–1952),Gertrude Stein, 1920–22; cast 1982,1982.511.6,N,
Anna Coleman Ladd,(American/ 1878–1939),SPIRIT OF SERBIA,early 20th century,41.190.530,N,
Walker Hancock,(American/ 1901–1998),VICTORY OF MAN AND NATURE OVER THE POWERS OF DESTRUCTION,1940,40.180.1/2,N,
John Horn,(American/ born 1957),Carving fork,1986,1992.207.2,N,
Gaston Lachaise,(American (born France) 1882–1935),Georgia O'Keeffe,1925–27,49.92.4,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Female Torso,1906; cast  1908,49.70.222,N,
Henri Matisse,(French/ Le Cateau-Cambrésis 1869–1954 Nice),Woman Leaning on Her Hands,1905,2002.456.141,N,
Boris Lovet-Lorski,(American/ 1894–1973),Feodor Chaliapin,1938,38.151,N,
Waylande Gregory,(American/ Baxter Springs/ Kansas 1905–1971 Warren Township/ New Jersey),Polo player & mallet, 1930,1989.63.6,N,
John Henry Bradley Storrs,(American/ Chicago/ Illinois 1885–1956 Château de Chantecaille/ France),Tête-à-Tête, 1939,1970.10,N,
Deborah Butterfield,(American/ born 1949),Hudie,1984,1985.76,N,
Leonid Sokov,(Russian/ born 1941),God the Father/ Son/ and Holy Ghost,1989,1993.495.4a-f,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Standing Figure, 1935–46,1970.127.5,N,
Dorothy Feibleman,(American/ born 1951),"White on White",1998,2000.647,N,
Tip Toland,(American/ born Pottstown/ Pennsylvania 1950),The Whistlers,2005,2011.591a/ b,N,
John Bernard Flannagan,(American/ 1895–1942),Woman Combing Her Hair, 1930–39,1997.260,N,
Arthur Lee,(American (born Norway)/ Trondheim 1881–1961 Newtown/ Connecticut),100TH ANNIVERSARY OF THE LEHMAN CORPORATION,,67.31.1,N,
Donald Lipski,(American/ born 1947),Passing Times Series (Taped Dogs),1982,1983.367a-f,N,
Patricia Johanson,(American/ born 1940),(Maquette for) "Flower Fountain",1980,1981.147,N,
Jean Arp,(French (born Germany)/ Strasbourg 1886–1966 Basel),Configuration in Serpentine Movements,1950,1976.323,912,
Jo Davidson,(American/ 1883–1952),Jules Semon. Bache,1936,49.7.120,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),Group of Bears,1932; cast 1963,1989.19,700,
Alexander Calder,(American/ Philadelphia/ Pennsylvania 1898–1976 New York),Mobile,1941,42.176a-d,920,
Richmond Barthé,(American/ 1901–1989),Boxer,1942,42.180,913,
Beverly Buchanan,(American/ born 1940),Wall Column,1980,1981.8a-d,N,
Paul Manship,(American/ St. Paul/ Minnesota 1885–1966 New York),DESIGNS FOR IRISH FREE STATE COINAGE, 1927,29.38.1-9,N,
Wheeler Williams,(American/ Chicago 1897–1997 Madison/ Connecticut),PEACE ON EARTH,,51.188.1/2,N,
José de Rivera,(American/ 1904–1985),Homage to the World of Minkowski,1954–55,55.204ab,N,
Alfonso Ossorio,(American (born Philippines)/ Manila 1916–1990 New York),Donna Georgica,1965,1978.353,N,
Richard H. Recchia,(American/ Quincy/ Massachusetts 1885–1983  Rockport/ Massachusetts),ASPIRATION AND INSPIRATION,1944,44.66.1/2,N,
Martín Chirino,(Spanish/ born 1925),Landscape XI,1980,1982.149a–c,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Marie P. Scott,1916,46.51,N,
Petah Coyne,(American/ born 1953),Untitled/ Black Atlanta (#875),1997,2002.375a–n,N,
Beverly Pepper,(American/ born Brooklyn/ New York/ 1924),Maquette for Trinity,1971,1991.426.2,N,
Robert A. Weinman,(American/ New York 1915–2003 Winston-Salem/ North Carolina),Medal,,65.185.1/2,N,
Albert W. Wein,(American/ New York 1915–1991 Valhalla/ New York),IN THE BEGINNING GOD CREATED THE HEAVEN AND THE EARTH / AND GOD SAW EVERYTHING THAT HE HAD MADE AND BEHOLD IT WAS VERY GOOD,1951,51.101.1,N,
Henry Moore,(British/ Castleford 1898–1986 Much Hadham),Reclining Nude,1950,1996.403.17,903,
John Bernard Flannagan,(American/ 1895–1942),Figure of Dignity - Irish Mountain Goat,1932,41.47,N,
Carl Schmitz,(American (born Gemrany)/ Metz 1900–1967 Nutley/ New Jersey),FOUR FREEDOMS,1943,43.141.1/2,N,
Elie Nadelman,(American (born Poland)/ Warsaw 1882–1946 Riverdale/ New York),Robert Sterling Clark,1933,1970.127.1,N,
Richard Rudich,(American/ born 1945),Old Emperor Number 2,1984,1984.404,N,
Gaston Lachaise,(American (born France) 1882–1935),Torso,1928;  cast after 1928,1998.280.1,N,
Kai Nielsen,(Danish/ Svendborg 1882–1924 Frederiksberg),Rohde,1924,2012.407.2,N,
